content,clean_content,score,label,predicted_sentiment,platform
Aplikasi sangat membantu dalam hal memenuhi kebutuhan dalam pembelanjaan dengan hanya memasukan kata kita sudah tau anggaran harga dan barangnya dan yang lebih menarik pembayaran tinggal kita yang milih mau yang cod atau tranfer via bank atau lewat shopy pay barang yang kita terima sesuai pesanan kita amanah dan dapat dipercaya ayo pakai app shopy belanja lebih murah dan lebih mudah,aplikasi sangat bantu hal penuh butuh belanja hanya pasu kata sudah tau anggar harga barang lebih tarik bayar tinggal milih mau yang bayar tempat tranfer via bank lewat shopy pay barang yang terima sesuai pesan kita amanah dapat percaya ayo pakai app shopy belanja lebih murah lebih mudah,5.0,Positif,Positif,Shopee
Biar bitang yang berbicara,biar bitang bicara,3.0,Netral,Netral,Tokopedia
Sangat membantu untuk masyarakat kurang mampu,sangat bantu masyarakat kurang mampu,5.0,Positif,Positif,Shopee
Pangalaman katanya bebas ongkirr begitu datang petugasnya minta ongkir barangnya mahal gak cocok janjinya,pangalaman kata bebas ongkirr datang tugas minta ongkos kirim barang mahal cocok janji,1.0,Negatif,Negatif,Tokopedia
Banyak pilihan barang sangat baik,banyak pilih barang sangat baik,5.0,Positif,Positif,Shopee
Spaylater nya aktifkan lagi cok... Udah dibayar lunas aja masih ngak jelas... kita telat juga kena denda kok.. situ juga lebih untung kok... tinggal diaktifin lagi terlalu bertele-tele Udah hampir setahun disuruh cek secara berkala bapak kao 🤮🤮🤮🤮,spaylater nya aktif cok bayar lunas masih ngak jelas telat kena denda kok situ lebih untung kok tinggal diaktifin terlalu tele tele hampir tahun suruh cek kala bapak kao,1.0,Negatif,Negatif,Shopee
"Empat dulu, yg sempurna haya milik allah. .wkwk",empat dulu sempurna haya milik allah,4.0,Positif,Positif,Shopee
Terimakasih shope dan luar biasa,terimakasih shope luar biasa,5.0,Positif,Positif,Shopee
"gila parah ini apk, jangan skli skli blnja . trs alamat gk diketahui ama kurir . kurir di tokped males cari alamat . sehingga brang diretur . dan pembeli yg hrus nanggung ongkir ke seler . kan gila",gila parah apk jangan skli skli blnja trs alamat tahu ama kurir kurir tokped males cari alamat brang retur beli hrus nanggung ongkos kirim seler kan gila,1.0,Negatif,Negatif,Tokopedia
"Terimakasih tokped, akhirnya saya punya banyak barang gratis",terimakasih tokped akhir punya banyak barang gratis,5.0,Positif,Positif,Tokopedia
aplikasi yang simple dan ga ribet Pelayanan Care customer respon baik,aplikasi simple tidak ribet layan care customer respon baik,4.0,Positif,Positif,Tokopedia
empat dulu aja,empat dulu,4.0,Positif,Positif,Tokopedia
Selama ada shopi memudahkan saya beli barang yg sudah di cari di daerah saya...,lama shopi mudah beli barang sudah cari daerah,5.0,Positif,Positif,Shopee
Buat Tokopedia tolonglah kenapa saya transaksi pulsa listrik pakai ovo diskon pengguna baru kenapa saldo ovo saya di kembali kan lagi dan terus saya ngulang lagi transaksi pulsa listrik kenapa nggak bisa di pakai kode diskon pengguna baru nya Udah ada 3 vocher diskon terbuang begitu saja Buat Tokopedia tolong kembali kan vocher diskon nya? Saya gemes sama Tokopedia sampe pengen banting nenek saya,buat tokopedia tolong transaksi pulsa listrik pakai ovo diskon guna baru saldo ovo di kan dan terus ngulang transaksi pulsa listrik tidak di pakai kode diskon guna baru nya ada vocher diskon buang saja buat tokopedia kembali kan vocher diskon nya gemes sama tokopedia sampe ken banting nenek saya,1.0,Negatif,Negatif,Tokopedia
"Bagus untuk kirim pesan barang, cuma kendalanya sih di jasa kirim yg kurang memuaskan, sebaiknya jasa kirim lewat J&T Express aja min biar akurat dan gak pakek tunggu lama, sebab jasa kirim yg lainnya kurang akurat buat pengiriman nya 🤔🤧🤧",bagus kirim pesan barang cuma kendala sih jasa kirim kurang muas baik jasa kirim lewat j t express min biar akurat tidak pakek tunggu lama jasa kirim lain kurang akurat buat kirim nya,4.0,Positif,Positif,Shopee
Toko belanja online terbaik dan terlengkap untuk semua kebutuhan,toko belanja online baik lengkap semua butuh,4.0,Positif,Positif,Shopee
"Sangak menbantu sekali, saya yg jauh darikota, untuk berbelanja, maju trus buat shopee.",sangak menbantu sekali yang jauh darikota belanja maju trus buat shopee,5.0,Positif,Positif,Shopee
Layanan nya bagus. Tapi kurang setuju samaa kurirnya spx. Yg terkadang meminta uang Dengan BRG yg di return,layan nya bagus kurang tuju samaa kurir spx terkadang minta uang barang di return,3.0,Netral,Netral,Shopee
"Sangat buruk.. pesanan gak sampai"" pakai spx expres lelet.. ditanya baik"" malah marah"".. pelayanan dispk exspres Pontianak sangat tidak memuaskan.. udah gitu tanggal garansi berubah sendiri.. sangat kecewa.. barang sampai saya gak mau lagi dahh pesen lewat sini..",sangat buruk pesan pakai spx expres lelet tanya baik malah marah layan dispk exspres pontianak sangat muas gitu tanggal garansi ubah sendiri sangat kecewa barang sampai saya mau dahh sen lewat sini,1.0,Negatif,Negatif,Shopee
shopee bagus sangat membantu yg males belanja keluar rumah,shopee bagus sangat bantu males belanja keluar rumah,5.0,Positif,Positif,Shopee
Selalu belanja dishopee barang sesuai pesanan,selalu belanja dishopee barang sesuai pesan,5.0,Positif,Positif,Shopee
Bagi vocer gratis ongkir,vocer gratis ongkos kirim,5.0,Positif,Positif,Shopee
"Sudah belanja berkali-kali dan ratusan juta sampai diamond terakhir 3x trasanksi tidak dapat cashback karena dituduh mempunyai kesamaan akun lain haduh jangan lagi belanja ditokopedia promo cashbacknya fraud hati hati. Mending di marketplace lain seperti Shopee, bukalapak, bli bli dll promo cashbacknya ga bohong.",belanja kali kali ratus juta diamond akhir x trasanksi dapat cashback tuduh punya sama akun haduh jangan belanja ditokopedia promosi cashbacknya fraud hati hati mending marketplace seperti shopee bukalapak beli beli lain promosi cashbacknya bohong,1.0,Negatif,Negatif,Tokopedia
"Sory kasih bintang satu aja, padahal setiap bulan sudah langganan beli pulsa di shopee? Tapi kali ini melakukan pembelian pulsa sudah 1x12jam pulsa tidak masuk juga.sudah lapor ke cs ber kali kali tapi tidak ada hasil, cuma suruh nunggu dan nunggu, mau sampe kapan sedangkan saya buyuh pulsa cepet? Pembaruan aplikasi setiap bulan di lakukan tapi pelayanan sangat buruk, dan tidak ada perubahan. Mending beli di mechan lain saja.??",sory kasih bintang satu padahal bulan langgan beli pulsa shopee kali laku beli pulsa x jam pulsa masuk sudah lapor cs ber kali kali tidak hasil cuma suruh nunggu nunggu mau sampe kapan saya buyuh pulsa cepet baru aplikasi bulan laku layan sangat buruk tidak ubah mending beli mechan saja,5.0,Positif,Negatif,Shopee
Hanya shopee yg terbaik tidak bisa berpaling dr shopee aplikasi terbaik menurut akoh .. 🥰🥰,shopee baik bisa paling shopee aplikasi baik akoh,5.0,Positif,Positif,Shopee
okeh,okeh,4.0,Positif,Positif,Tokopedia
Pengalaman baru mendapat kan hadiah hp samsung enth itu beneran ataw tidak yg jelas sudah ikutin intruksi nya😁,alam baru dapat kan hadiah hp samsung enth beneran ataw yang jelas ikutin intruksi nya,3.0,Netral,Netral,Tokopedia
Kenapa akun shopee saya tidak bisa di buka ya Sering keluar sendiri,akun shopee tidak di buka sering keluar sendiri,5.0,Positif,Positif,Shopee
"Saya ingin supaya TIDAK terulang lagi tentang masalah salah pengiriman barang, ku harap yang ku inginkan yaitu disaat sudah memesan suatu barang, si penjual harap ngirim fotonya apakah barang itu yang dikirim kan SESUAI atau TIDAK,baru ketika sudah melihat foto dari penjual sesuai dengan yang diinginkan, boleh mengirim barangnya!.😠😓😫",ingin tidak ulang tentang masalah salah kirim barang ku harap ku ingin saat mes suatu barang si jual harap ngirim foto barang yang kirim kan sesuai tidak baru sudah lihat foto jual sesuai yang ingin kirim barang,1.0,Negatif,Negatif,Shopee
Shopee terbaik pokok nya sudah memakai shopee dari jaman hp mito,shopee baik pokok nya pakai shopee jaman hp mito,5.0,Positif,Positif,Shopee
"Saran, agar pembayaran bisa via dana juga",saran bayar via dana,3.0,Netral,Netral,Tokopedia
Baik,baik,3.0,Netral,Positif,Tokopedia
"Mantuuul Shopee ,saran saya tambahin gratis ongkirnya",mantuuul shopee saran tambahin gratis ongkirnya,5.0,Positif,Positif,Shopee
Top up mtix lama banget di prosesnya,top up mtix lama banget proses,2.0,Negatif,Negatif,Tokopedia
Ini kenapa saya beli barang barang nya lama gak datang sudah say sa Tunggu sampai berbulan-bulan tapi barangnya tetap gak datang,kenapa beli barang barang nya lama datang say sa tunggu bulan bulan barang tetap datang,1.0,Negatif,Positif,Tokopedia
baru nyoba sih.. semoga makin berkah tokopedia.,baru nyoba sih moga makin berkah tokopedia,4.0,Positif,Netral,Tokopedia
"Aplikasi shopee ini sudah bagus banget cuma min, ada kekurangannya yaitu di metode pembayaran nya, sekarang kan sudah era modern jadi pembayaran bisa secara online, mohon tambahkan metode pembayaran seperti dana, gopay dll. Sebenarnya ada shopepay jugaa sudah membantu cuma kalau blm ada yang punya KTP atau blm punya rekening susah min, contohnya pelajar mau pesen barang tapi pelajar itu blm punya KTP/ no rek. Jadi susah pembayaran nya tapi kalau ada dana atau gopay apk digital jadi mudah",aplikasi shopee bagus banget cuma min kurang di metode bayar nya sekarang kan era modern jadi bayar cara online mohon tambah metode bayar dana gopay lain benar shopepay jugaa sudah bantu cuma kalau punya ktp belum punya rekening susah min contoh ajar mau sen barang ajar belum punya ktp no rek jadi susah bayar nya kalau ada dana gopay apk digital jadi mudah,4.0,Positif,Positif,Shopee
Aplikasi marketplace yang selalu aku gunakan buat belanja apapun.mulai dari kebutuhan sehari-hari sampai cemilan pun aku belanja di shopee.semoga kedepannya semakin sukses untuk shopee.,aplikasi marketplace selalu aku guna buat belanja apa mulai butuh hari hari cemilan aku belanja shopee moga depan makin sukses shopee,5.0,Positif,Positif,Shopee
Aku blm pernya coba,aku per coba,3.0,Netral,Netral,Tokopedia
"apa apaan gratis ongkir di jadiin kupon, jadi gak bisa pakai gratis ongkir dan cashback bersamaan kalaupun bisa di suruh ngutang dulu pakai Indodana & Kredivo TOKPED MAKIN LUCU!",apa apa gratis ongkos kirim jadiin kupon jadi pakai gratis ongkos kirim cashback sama kalaupun bisa di suruh ngutang dulu pakai indodana kredivo tokped makin lucu,2.0,Negatif,Negatif,Tokopedia
bagus,bagus,1.0,Negatif,Positif,Tokopedia
"aplikasi bagus,apalagi sekarang sering dapat gratis ongkir,makin gacor nih😁",aplikasi bagus sekarang sering gratis ongkos kirim makin gacor,5.0,Positif,Positif,Shopee
good job,good job,5.0,Positif,Positif,Tokopedia
Peropissional,peropissional,3.0,Netral,Netral,Tokopedia
"mantep lah pokoknya, joossss. voucher nya banyak, murah², mudah juga. apa aja ada. bahkan pahala aja ada 😁",mantep lah pokok joossss voucher nya banyak murah mudah apa ada bahkan pahala ada,5.0,Positif,Positif,Shopee
Edit : setelah bertahun2 pakai ternyata aplikasi ini tidak seburuk toko ijo.,edit tahun pakai nyata aplikasi tidak buruk toko ijo,4.0,Positif,Positif,Shopee
"Sekarang tambah susah, karena harus bayar lewat Go Pay",sekarang tambah susah harus bayar lewat go pay,2.0,Negatif,Negatif,Tokopedia
Kenapa sekarang pengiriman nya agak lama yah,sekarang kirim nya lama yah,5.0,Positif,Negatif,Shopee
Sangat membatu,sangat batu,5.0,Positif,Positif,Tokopedia
Nyepam suruh aktivasi SPinjam embel² bonus sekian sekian...begitu d klik...maaf utk saat ini km tidak bs mengaktifkan Spinjammu...PHP...gak jelas...hanya gara² limit paylater 100rb yg tak seberapa itu telat bayar sehari..,nyepam suruh aktivasi spinjam embel bonus sekian sekian d klik maaf saat km bisa aktif spinjammu php jelas gara limit paylater rb tak berapa telat bayar hari,1.0,Negatif,Negatif,Shopee
"Gimna si,apk ini , minta kode verifikasi udah gua masukin malah muncul, kode kadaluarsa pdhal bru 3 dtik lngsung gua pasang, smpek berkali kali ttep aja muncul kode kadaluarsa,anjg",gimna si apk minta kode verifikasi gua masukin malah muncul kode kadaluarsa pdhal bru dtik lngsung gua pasang smpek kali kali ttep muncul kode kadaluarsa anjg,2.0,Negatif,Negatif,Shopee
"Buat teman"" Yang ke gocek sama event tengah malam mending jangan ya percuma lebih baik gunakan jam tidur kalian aja timbang bengadang aplikasi ini untuk jual beli bukan gif away buat teman"" Yang ke gocek mungkin sama artis yg di endors sama mereka jangan ya lebih baik tidur tapi aplikasi ini bagus untuk jual beli online",buat teman ke gocek sama event tengah malam mending jangan percuma lebih baik guna jam tidur kalian timbang bengadang aplikasi jual beli bukan gif away buat teman ke gocek mungkin sama artis di endors sama jangan lebih baik tidur aplikasi bagus untuk jual beli online,5.0,Positif,Positif,Shopee
Gampang mencari barang,gampang cari barang,4.0,Positif,Positif,Tokopedia
Gak bisa klik branda selalu keluar ke home aneh Bukan sehari 2 hari udah lama bgt begini padahal mau belanja tapi malah kembali trus kan aneh,bisa klik branda selalu keluar home aneh bukan hari hari lama banget begini padahal mau belanja malah trus kan aneh,1.0,Negatif,Negatif,Shopee
Bintang 1. Spinjam saya ga bisa di ajukan. Padahal saya ga pernah telat bayar angsuran !!!!,bintang spinjam tidak di aju padahal tidak pernah telat bayar angsur,1.0,Negatif,Negatif,Shopee
"Shopee skrng datengnya lama, suka tiba tiba ganti tgl estimasi.",shopee skrng datengnya lama suka tiba tiba ganti tgl estimasi,2.0,Negatif,Negatif,Shopee
"saya suka shopy tapi sangat di sayangkan pelanggaran yg bukan di sebabkan karena sheler melainkan kena jasa pengiriman yg telat menyeken tetep aah sheler yg kena pelanggaran pinalti berjalan yg sangat mempengaruhi penjualan dan TDK boleh ikut serta promosi promosi lainnya padahal kesalahan krna jasa pengiriman bukan sheler tolong di perbaiki lagi masah kaya gini sheler yg sangat di rugikan, selain Msalah ini yg lainnya os the best pokoknya shopy sukses slalu",suka shopy sangat sayang langgar bukan sebab sheler kena jasa kirim telat ken tetep aah sheler kena langgar pinalti jalan sangat pengaruh jual tidak ikut promosi promosi lain padahal salah jasa kirim bukan sheler baik masah kaya gin sheler sangat di rugi msalah yang lain os the best pokok shopy sukses slalu,5.0,Positif,Positif,Shopee
"Gak usah ikut2an aplikasi tiktok, buka aplikasi kok langsung FYP, asem",usah ikut an aplikasi tiktok buka aplikasi kok langsung fyp asem,1.0,Negatif,Negatif,Shopee
baik,baik,4.0,Positif,Positif,Tokopedia
Potongan untuk penjual terlalu besar 8% seperti rentenir aja.kita penjual cape2 kerja shopee yg ambil hasilnya terlalu besar,potong jual terlalu besar rentenir kita jual cape kerja shopee ambil hasil terlalu besar,1.0,Negatif,Negatif,Shopee
Setiap beli barang disini ga pernah sesuai ekspektasi,beli barang sini pernah sesuai ekspektasi,1.0,Negatif,Positif,Shopee
belanja jadi lebih mudah,belanja jadi lebih mudah,5.0,Positif,Positif,Shopee
Piye,piye,1.0,Negatif,Positif,Tokopedia
Oke bgt,oke banget,3.0,Netral,Positif,Tokopedia
"Kenapa Hanya bisa memilih barang yang tampil dipencarian, tidak bisa melihat barang yang dijual ditokonya ya?",hanya pilih barang tampil cari bisa lihat barang jual toko,3.0,Netral,Netral,Tokopedia
Sangat membantu sangat sangat best 🙃,sangat bantu sangat sangat best,5.0,Positif,Positif,Shopee
TOKOPEDIA GA BISA DIPERCAYA BGTT SHH. SAYA SDH TRANSAKSI TERUS DIBATALKAN OTOMATIS OLEH TOKOPEDIA. MENDING D ILANGIN AJA NI APLIKASI. LEBIH NYAMAN BELANJA ONLINE D TOKO SEBELAH. KECEWAA SAMA TOKOPEDIA. TOKOPEDIA PRIKKKK,tokopedia bisa percaya banget shh sudah transaksi terus batal otomatis tokopedia mending d ilangin ini aplikasi lebih nyaman belanja online d toko belah kecewaa sama tokopedia tokopedia prikkkk,1.0,Negatif,Negatif,Tokopedia
"bintang lima dech pokoknya, shopee sangat membantu dalam pembelian barang keinginanku semua apa yang aku ingin ada di Shopee, pengiriman oke, kurirnya amanah,trimakasih shopee, sukses selalu ya ❤️❤️❤️",bintang lima dech pokok shopee sangat bantu beli barang ingin semua apa aku ada shopee kirim oke kurir amanah trimakasih shopee sukses selalu,5.0,Positif,Positif,Shopee
Penipuan jir shope 12.12 udah mau mesen stok masih ada eh giliran mau persen suruh pilih warna udahnya nga ada lagi penipuann,tipu jir shope mau mesen stok eh gilir mau persen suruh pilih warna udahnya nga ada lagi penipuann,1.0,Negatif,Negatif,Shopee
Saya sangat puas belanja di aplikasi ini murah dan nyaman untuk kita belanja,sangat puas belanja aplikasi murah nyaman kita belanja,5.0,Positif,Positif,Shopee
Mau update gak bisa-bisa.,mau update bisa,3.0,Netral,Netral,Tokopedia
Sangat memuaskan. Lebih murah,sangat muas lebih murah,5.0,Positif,Positif,Shopee
Dana refund entah kenapa tidak dapat digunakan untuk belanja.,dana refund entah tidak guna belanja,2.0,Negatif,Negatif,Tokopedia
"Belanja mudah, murah dan aman",belanja mudah murah aman,5.0,Positif,Positif,Shopee
"Dari respon kurir sampai ke CS sama lemotnya, padahal jasa kurir pakai instan courier. CS juga kalo ada masalah jawabannya template banget. Payah",respon kurir ke cs sama lot padahal jasa kurir pakai instan courier cs kalo masalah jawab template banget payah,1.0,Negatif,Negatif,Shopee
Sering pas masukin keranjang pas pilih mode pembayaran.... Loading ... Trus ERTO.... HADUH... TOLONG PERBAIKI... padahal enak belanja dan sekarang di update susah gak tau knp.... Dan jangan lupa saya suka waktu iklan black pink toped....,sering pas masukin keranjang pas pilih mode bayar loading trus erto haduh baik padahal enak belanja sekarang update susah tau knp jangan lupa suka waktu iklan black pink toped,4.0,Positif,Positif,Tokopedia
Sangat membantu dalam mencari barang yg diinginkan,sangat bantu cari barang ingin,5.0,Positif,Positif,Shopee
Kurangi 2 bintang. Pengantaran di kota yg sama menggunakan gosend menunggu kurir bisa sampai berjam2. Kata penjual harus kurir dari tokped.,kurang bintang antar kota sama guna gosend tunggu kurir sampai jam kata jual kurir tokped,3.0,Netral,Netral,Tokopedia
Nice iklanya banyak bngt d situs2 web,nice iklanya banyak bngt d situs web,1.0,Negatif,Positif,Tokopedia
Bagus sih apk ny tpi saya sedikit kecewa karena banyak yg jualan gak amanah udh gitu barangnya gak bisa di kembalikan penjual nya banyak yg slow respon,bagus sih apk ny saya sedikit kecewa banyak jual amanah gitu barang bisa kembali jual nya banyak slow respon,3.0,Netral,Netral,Shopee
Selalu ada notifikasi.. Anda dapat hadiah.. Sangat tidak nyaman... Tolong hentikan..,selalu notifikasi dapat hadiah sangat nyaman henti,2.0,Negatif,Negatif,Tokopedia
Sangat membantu dalam membeli barang,sangat bantu beli barang,5.0,Positif,Positif,Shopee
"bagus pelayanan,sangat membantu",bagus layan sangat bantu,5.0,Positif,Positif,Shopee
Bagus sih tapi gak bisa pakai payleter lagi,bagus sih tidak pakai payleter,3.0,Netral,Netral,Shopee
"Bisa gak sih penarikan dana yg refun itu min penarikan 10k jangan 50k, mana gak bisa di tarik pake e-wallet",sih tari dana refun min tari k jangan k mana tidak bisa tarik pake e wallet,2.0,Negatif,Negatif,Tokopedia
"Sbnrnya bgs tokopedia soalnya suka dpt cashback sama diskon,tp skrng ada biaya pelayanan aplikasi sgla setiap blnja,udh gtu diskon pulsa dan tagihan jg gk kya dlu skrng diskonnya agak kecil,coba diskon tagihan dan pulsanya kya dlu pasti tmbh oke,,mslh ongkir gratis klo blnja 50rb tp tlong tarif ongkir yg ekonomi jg dikembalikan kya dlu jd gk terlalu mahal jg,mdh2an di dengar sama tokopedia ya,,",sbnrnya bgs tokopedia soal suka dpt cashback sama diskon skrng biaya layan aplikasi sgla blnja gtu diskon pulsa tagih kya dlu skrng diskon kecil coba diskon tagih pulsa kya dlu tmbh oke mslh ongkos kirim gratis kalau blnja rb tlong tarif ongkos kirim ekonomi kembali kya dlu jadi tidak terlalu mahal mdh an dengar sama tokopedia,3.0,Netral,Netral,Tokopedia
Sangat puas belanja nya,sangat puas belanja nya,5.0,Positif,Positif,Shopee
Tokopedia pelit kayak gak niat ngasih diskon pengguna baru. Di kantor 4 anak uda download uda ambil diskon pengguna baru. Pada di batalkan transaksinya. Alasan Aktivitas mencurigakan. Jelas jelas beda hp beda orang. 🗿Promonya ngambang.,tokopedia pelit kayak niat ngasih diskon guna baru kantor anak uda download uda ambil diskon guna baru di batal transaksi alas aktivitas curiga jelas jelas beda hp beda orang promonya ngambang,1.0,Negatif,Negatif,Tokopedia
"Pesanan sudah saya terima dalam keadaan baik dan lengka. Terimakasih Shopee, Toko dan jasa kirim🙏🙏🙏🙏🙏.",pesan saya terima ada baik lengka terimakasih shopee toko jasa kirim,5.0,Positif,Positif,Shopee
"Selama ini baik"" aja. Ini pas mau check out 12.12 pas di jam 00.00 malah nge bug nyet",lama baik ini pas mau check out pas jam malah nge bug nyet,1.0,Negatif,Negatif,Shopee
Isi keranjang diperbanyak lagi...,isi keranjang banyak,3.0,Netral,Netral,Tokopedia
Baru ini si beli seprei so shopee alhamdulilah puas barang yg di pesan sesuai harapan sukses selalu buat tokonya,baru si beli seprei so shopee alhamdulilah puas barang di pesan sesuai harap sukses selalu buat toko,5.0,Positif,Positif,Shopee
Bagus ga ribet apknya,bagus ribet apknya,5.0,Positif,Positif,Tokopedia
"Sarana belanja aman, produk bermacam, harga lebih murah.",sarana belanja aman produk macam harga lebih murah,5.0,Positif,Positif,Shopee
"Mantap, ongkir murah dilapaknya",bagus ongkos kirim murah lapak,5.0,Positif,Positif,Shopee
Saya puas pelayannya dan bebas ongkir tapi kok harganya mahal,puas layan bebas ongkos kirim kok harga mahal,3.0,Netral,Netral,Tokopedia
adax tokopedia bisa lengkap alat rumahtangga kami,adax tokopedia lengkap alat rumahtangga,5.0,Positif,Positif,Tokopedia
setelah update ke versi baru malah banyak yg dikecewakan. kemarin juga pesanan sy ada yg rijeg sudah komolen tp gak ada respon. klo kya gini mending jangan lg gunakan aplikasi ini,update versi baru malah banyak kecewa kemarin pesan rijeg komolen tidak ada respon kalau kya gin mending jangan guna aplikasi,3.0,Netral,Netral,Tokopedia
bagus..sangat ter kndali,bagus sangat ter kndali,5.0,Positif,Positif,Shopee
"saya selalu dapat promo, flash sale nya gebyar bgt!! murah semuaa",selalu promosi flash sale nya gebyar banget murah semuaa,5.0,Positif,Positif,Shopee
Terimakasih shopee saya senang belanja di shopee pengiriman cepat barang nya bagus bagus pengiriman aman nyampek ketangan pelanggan keadaan baik terimakasih kasih shopee sukses selalu ya,terimakasih shopee senang belanja shopee kirim cepat barang nya bagus bagus kirim aman nyampek ketang langgan ada baik terimakasih kasih shopee sukses selalu,5.0,Positif,Positif,Shopee
Gak bantu pembeli pro penjual,bantu beli pro jual,1.0,Negatif,Negatif,Tokopedia
"Maaf🙏🙏. Kalau mengada"" Tapi Tolong dong gratisin ongkir nya aku udah donwload eh tapi malah cuman 1 kali gratis ongkir nya kok gitu tolong dong gratisin ongkir nya semua dan harganya🙏",maaf kalau ada dong gratisin ongkos kirim nya aku donwload eh malah cuman kali gratis ongkos kirim nya kok gitu tolong dong gratisin ongkos kirim nya semua harga,3.0,Netral,Netral,Tokopedia
setelah di perbarui jadi burik ni aplikasi. gak bisa pake 2 vocher sekaligus. mendingan tetangga sebelah.,di baru jadi burik aplikasi bisa pake vocher sekaligus mending tetangga belah,1.0,Negatif,Negatif,Tokopedia
"Belanja hemat,murah dan terpercaya.dan sangat amanah.trus banyak discon nya👍👍👍",belanja hemat murah percaya sangat amanah trus banyak discon nya,5.0,Positif,Positif,Shopee
Suka mntap,suka mntap,5.0,Positif,Positif,Tokopedia
Terima kasih shopee sudah memberikan pelayanan dan pengiriman terbaik,terima kasih shopee beri layan kirim baik,5.0,Positif,Positif,Shopee
Belanja di shoppe pengiriman selalu cepat cuma satu aja soal kurir nya tolong dong klo kirim sesuai harga masa kadang harga 12 ribu jadi 13 apa lagi klo uang kembalian di balikin ngk sesuai udh main potong aja ngak sopan,belanja shoppe kirim selalu cepat cuma satu soal kurir nya dong kalau kirim sesuai harga masa kadang harga ribu jadi apa kalau uang kembali balikin ngk sesuai main potong ngak sopan,5.0,Positif,Positif,Shopee
Aplikasi terlalu berat untuk android. Meskipun memori masih 10GB+ tetap saja lemot. Sudah di clear chace tetap lemot juga. Tolong diperbaiki supaya aplikasinya bisa lebih ringan.,aplikasi terlalu berat android meski memori gb tetap lot di clear chace tetap lot tolong baik aplikasi lebih ringan,1.0,Negatif,Negatif,Shopee
Aplikasinya bagussss,aplikasi bagussss,3.0,Netral,Netral,Tokopedia
aplikasi mantap,aplikasi bagus,4.0,Positif,Positif,Tokopedia
Mantul tokped always nomor 1 di hatiku hehe,bagus tokped always nomor hati,5.0,Positif,Positif,Tokopedia
"sesuai dengn pesanannya mantap banget,jaya trs SHOPEE KUUU...",sesuai dengn pesan bagus banget jaya trs shopee kuuu,5.0,Positif,Positif,Shopee
